,Players,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,FG%,3P%,2P%,eFG%,FT%,Height,Weight,K-means Position,
800,Montrezl Harrell,0.08,0.13,0.1,0.08,0.01,0.03,0.12,0.65,0.07,0.66,0.65,0.58,203,108,3,
801,Morris Almond,0.02,0.1,0.06,0.06,0.03,0,0.1,0.34,0.29,0.36,0.37,0.6,198,102,0,
802,Morris Peterson,0.02,0.14,0.08,0.06,0.01,0,0.05,0.4,0.29,0.44,0.48,0.67,201,98,5,
804,Mustafa Shakur,0.02,0.06,0.04,0.35,0.01,0.01,0.28,0.18,0.05,0.2,0.18,0.52,190,86,7,
806,Myles Turner,0.06,0.2,0.13,0.06,0.01,0.06,0.1,0.5,0.28,0.52,0.52,0.77,211,110,2,
807,Nando De,0.03,0.13,0.09,0.21,0.02,0.01,0.19,0.42,0.35,0.45,0.48,0.87,206,97,5,
808,Nate Robinson,0.02,0.07,0.05,0.24,0.02,0,0.11,0.37,0.32,0.44,0.44,0.77,175,81,1,
809,Nate Wolters,0.04,0.12,0.08,0.15,0.02,0.01,0.16,0.37,0.07,0.42,0.38,0.43,193,86,0,
810,Nathan Jawai,0.1,0.11,0.1,0.04,0.01,0.01,0.25,0.35,0,0.35,0.35,0.68,208,127,0,
811,Nazr Mohammed,0.12,0.2,0.16,0.04,0.01,0.03,0.16,0.49,0,0.49,0.49,0.6,208,100,3,
812,Nemanja Bjelica,0.05,0.18,0.12,0.11,0.01,0.02,0.14,0.45,0.35,0.55,0.54,0.73,208,108,2,
813,Nemanja Nedovic,0.02,0.09,0.06,0.12,0,0.01,0.23,0.21,0.17,0.24,0.24,0.88,190,87,7,
814,Nenad Krstic,0.09,0.17,0.13,0.04,0.01,0.02,0.1,0.49,0.1,0.49,0.49,0.77,213,108,2,
815,Nene Hilario,0.07,0.21,0.14,0.12,0.02,0.02,0.15,0.54,0.09,0.55,0.54,0.65,211,113,3,
816,Nerlens Noel,0.09,0.22,0.15,0.09,0.03,0.04,0.14,0.55,0.17,0.55,0.55,0.66,211,103,3,
817,Nick Calathes,0.02,0.12,0.07,0.27,0.03,0.01,0.21,0.44,0.28,0.47,0.47,0.57,198,96,6,
818,Nick Collison,0.1,0.16,0.13,0.09,0.01,0.02,0.17,0.55,0.08,0.56,0.55,0.71,208,115,3,
819,Nick Fazekas,0.14,0.24,0.19,0.05,0.01,0.02,0.08,0.51,0,0.52,0.51,0.68,211,106,3,
820,Nick Johnson,0.06,0.11,0.08,0.06,0.01,0.01,0.18,0.35,0.24,0.39,0.38,0.68,190,91,0,
821,Nick Young,0.02,0.08,0.05,0.07,0.01,0.01,0.09,0.41,0.37,0.43,0.48,0.84,201,95,5,
822,Nicolas Batum,0.04,0.15,0.09,0.16,0.02,0.02,0.14,0.44,0.36,0.52,0.53,0.84,203,90,5,
823,Nicolas Brussino,0.06,0.16,0.11,0.14,0.02,0.01,0.15,0.37,0.31,0.5,0.47,0.77,201,88,5,
824,Nicolas Laprovittola,0.01,0.06,0.03,0.23,0.01,0.01,0.27,0.43,0.37,0.5,0.53,1,193,81,1,
825,Nik Stauskas,0.01,0.09,0.05,0.11,0.01,0.01,0.13,0.38,0.34,0.44,0.48,0.81,198,92,5,
826,Nikola Jokic,0.12,0.26,0.19,0.23,0.02,0.02,0.14,0.55,0.33,0.58,0.57,0.82,208,113,2,
827,Nikola Mirotic,0.04,0.21,0.12,0.09,0.02,0.02,0.11,0.41,0.35,0.48,0.51,0.79,208,99,2,
829,Nikola Vucevic,0.11,0.26,0.18,0.12,0.01,0.02,0.11,0.5,0.25,0.5,0.5,0.69,213,117,2,
830,Noah Vonleh,0.1,0.23,0.16,0.03,0.01,0.02,0.14,0.43,0.32,0.45,0.45,0.69,208,108,2,
831,Nolan Smith,0.03,0.08,0.06,0.19,0.02,0,0.18,0.37,0.25,0.41,0.4,0.71,188,83,6,
832,Norman Powell,0.02,0.13,0.08,0.1,0.02,0.01,0.11,0.44,0.36,0.48,0.5,0.8,193,97,5,
833,Norris Cole,0.01,0.09,0.05,0.19,0.02,0,0.15,0.4,0.31,0.43,0.44,0.75,188,79,1,
834,O.J. Mayo,0.02,0.1,0.06,0.16,0.02,0.01,0.14,0.42,0.37,0.45,0.49,0.81,201,99,5,
836,Okaro White,0.06,0.14,0.1,0.06,0.01,0.02,0.16,0.38,0.35,0.4,0.45,0.91,203,92,5,
837,Oleksiy Pecherov,0.1,0.19,0.15,0.03,0.01,0.02,0.11,0.38,0.29,0.44,0.44,0.79,213,105,2,
839,Omer Asik,0.13,0.27,0.2,0.04,0.01,0.03,0.2,0.52,0,0.52,0.52,0.55,213,115,3,
840,Omri Casspi,0.05,0.15,0.1,0.08,0.02,0.01,0.13,0.46,0.36,0.5,0.52,0.64,206,102,4,
841,Orien Greene,0,0.06,0.03,0.22,0.07,0.01,0.19,0.39,0,0.4,0.39,0.5,193,94,6,
842,Orlando Johnson,0.04,0.12,0.08,0.07,0.01,0.02,0.1,0.29,0.22,0.33,0.33,0.69,196,99,0,
845,Othyus Jeffers,0.05,0.2,0.12,0.07,0.01,0,0.16,0.4,0.1,0.54,0.4,0.71,196,90,0,
846,Otto Porter,0.06,0.14,0.1,0.07,0.02,0.01,0.09,0.45,0.33,0.5,0.51,0.75,203,89,4,
847,P.J. Brown,0.18,0.21,0.19,0.07,0.01,0.03,0.17,0.34,0,0.35,0.34,0.69,229,106,3,
848,P.J. Hairston,0.02,0.12,0.07,0.05,0.01,0.01,0.09,0.35,0.28,0.43,0.43,0.79,206,102,5,
849,P.J. Tucker,0.06,0.17,0.11,0.07,0.02,0.01,0.12,0.43,0.35,0.46,0.49,0.75,206,97,4,
850,Pablo Prigioni,0.03,0.09,0.06,0.23,0.03,0,0.22,0.41,0.36,0.53,0.53,0.87,190,83,1,
851,Pape Sy,0.12,0.06,0.09,0.15,0.03,0,0.29,0.33,0,0.4,0.33,1,201,102,6,
852,Pascal Siakam,0.08,0.16,0.12,0.03,0.02,0.05,0.13,0.5,0.14,0.52,0.51,0.69,206,104,3,
853,Pat Connaughton,0.06,0.15,0.11,0.11,0.01,0,0.17,0.39,0.38,0.4,0.47,0.89,196,93,5,
854,Pat Garrity,0.04,0.14,0.09,0.07,0.01,0,0.17,0.34,0.22,0.44,0.39,0.8,206,107,0,
856,Patrick Beverley,0.05,0.11,0.08,0.18,0.02,0.01,0.14,0.41,0.37,0.46,0.51,0.77,185,83,1,
858,Patrick Ewing,0.06,0.06,0.06,0.14,0,0.04,0.13,0,0,0,0,0.75,213,108,7,
859,Patrick McCaw,0.02,0.08,0.05,0.09,0.01,0.01,0.12,0.43,0.33,0.53,0.52,0.78,201,83,5,
860,Patrick O'Bryant,0.07,0.23,0.15,0.06,0.02,0.06,0.2,0.54,0,0.55,0.54,0.54,213,117,3,
861,Patrick Patterson,0.08,0.16,0.12,0.08,0.01,0.02,0.1,0.47,0.3,0.51,0.52,0.74,206,104,2,
862,Patty Mills,0.02,0.07,0.05,0.21,0.02,0,0.12,0.44,0.41,0.48,0.53,0.82,203,111,5,
863,Pau Gasol,0.08,0.22,0.16,0.16,0.01,0.03,0.11,0.51,0.29,0.52,0.52,0.78,213,113,2,
864,Paul Davis,0.08,0.09,0.09,0.3,0.01,0.04,0.07,0.43,0,0.43,0.43,0.63,211,122,2,
865,Paul George,0.03,0.18,0.11,0.15,0.03,0.01,0.14,0.43,0.37,0.46,0.5,0.82,206,99,4,
866,Paul Millsap,0.09,0.2,0.15,0.13,0.02,0.03,0.12,0.49,0.24,0.51,0.51,0.74,203,111,2,
867,Paul Pierce,0.02,0.16,0.09,0.16,0.02,0.01,0.14,0.44,0.37,0.49,0.52,0.82,201,106,5,
868,Paul Zipser,0.02,0.14,0.08,0.06,0.01,0.02,0.14,0.4,0.33,0.45,0.47,0.78,203,97,5,
869,Peja Stojakovic,0.02,0.12,0.07,0.08,0.01,0,0.08,0.46,0.45,0.48,0.59,0.92,206,99,5,
870,Pero Antic,0.07,0.16,0.12,0.08,0.01,0.01,0.13,0.39,0.31,0.5,0.48,0.74,211,117,2,
871,Perry Jones,0.04,0.14,0.09,0.05,0.01,0.02,0.11,0.42,0.2,0.46,0.45,0.66,211,106,2,
872,Peyton Siva,0.01,0.06,0.03,0.21,0.02,0,0.22,0.32,0.28,0.34,0.38,0.73,183,83,6,
873,Phil Pressey,0.02,0.1,0.06,0.36,0.03,0.01,0.25,0.37,0.21,0.42,0.4,0.58,180,79,6,
874,Pierre Jackson,0.01,0.12,0.06,0.38,0.01,0,0.07,0.33,0.27,0.36,0.37,0.86,178,81,1,
875,Pops Mensah-Bonsu,0.18,0.24,0.21,0.05,0.02,0.03,0.18,0.41,0,0.41,0.41,0.61,206,108,3,
877,Quentin Richardson,0.06,0.17,0.11,0.07,0.01,0,0.11,0.33,0.33,0.35,0.42,0.79,198,101,0,
878,Quincy Acy,0.07,0.18,0.13,0.05,0.01,0.02,0.12,0.45,0.34,0.48,0.5,0.72,201,108,2,
879,Quincy Douby,0.03,0.09,0.06,0.15,0.01,0.01,0.13,0.42,0.34,0.47,0.48,0.88,190,79,1,
880,Quincy Miller,0.04,0.13,0.09,0.1,0.02,0.03,0.11,0.28,0.16,0.33,0.32,0.67,206,95,0,
881,Quincy Pondexter,0.04,0.09,0.06,0.07,0.01,0.01,0.1,0.41,0.35,0.47,0.49,0.73,201,99,5,
882,Quinn Cook,0.01,0.04,0.02,0.23,0.01,0,0.17,0.49,0.43,0.55,0.58,0.36,188,83,1,
883,Quinton Ross,0.03,0.08,0.06,0.05,0.01,0.01,0.09,0.38,0.23,0.41,0.4,0.59,198,88,0,
884,R.J. Hunter,0,0.12,0.06,0.03,0.01,0.01,0.05,0.18,0.15,0.49,0.23,0.86,201,104,0,
885,Raef LaFrentz,0.11,0.16,0.14,0.03,0.02,0.05,0.13,0.44,0,0.47,0.44,0.58,211,108,3,
886,Rafer Alston,0.01,0.09,0.05,0.24,0.02,0,0.15,0.37,0.34,0.39,0.44,0.72,188,77,1,
887,Raja Bell,0.02,0.1,0.06,0.11,0.01,0,0.08,0.46,0.47,0.45,0.57,0.89,196,92,5,
888,Rajon Rondo,0.04,0.14,0.09,0.43,0.03,0,0.22,0.45,0.29,0.47,0.47,0.56,185,84,6,
890,Ramon Sessions,0.02,0.11,0.06,0.29,0.01,0,0.16,0.42,0.31,0.44,0.45,0.78,190,86,1,
892,Randy Foye,0.01,0.09,0.05,0.17,0.01,0.01,0.13,0.39,0.35,0.42,0.47,0.84,193,96,5,
893,Rashad McCants,0.02,0.1,0.06,0.12,0.02,0.01,0.11,0.41,0.35,0.45,0.48,0.76,193,93,5,
894,Rashad Vaughn,0.01,0.1,0.06,0.06,0.02,0.02,0.09,0.34,0.31,0.37,0.42,0.6,198,91,0,
895,Rashard Lewis,0.04,0.13,0.09,0.08,0.02,0.01,0.12,0.43,0.36,0.48,0.51,0.79,198,90,5,
896,Rasheed Wallace,0.04,0.24,0.14,0.07,0.02,0.04,0.08,0.41,0.33,0.48,0.48,0.75,208,102,2,
897,Rasho Nesterovic,0.1,0.15,0.12,0.11,0.01,0.03,0.11,0.54,0.17,0.54,0.54,0.58,213,112,3,
898,Rasual Butler,0.02,0.11,0.06,0.06,0.01,0.02,0.08,0.41,0.37,0.44,0.5,0.71,201,97,5,
899,Raul Neto,0.01,0.08,0.05,0.17,0.03,0.01,0.17,0.44,0.36,0.49,0.51,0.82,185,81,1,
900,Ray Allen,0.02,0.09,0.06,0.12,0.01,0,0.11,0.46,0.41,0.51,0.56,0.91,203,99,5,
901,Ray McCallum,0.02,0.09,0.06,0.2,0.01,0.01,0.13,0.39,0.35,0.4,0.43,0.74,190,86,1,
902,Raymond Felton,0.02,0.09,0.06,0.29,0.02,0.01,0.16,0.42,0.33,0.45,0.47,0.78,185,92,1,
903,Reggie Bullock,0.02,0.14,0.08,0.05,0.01,0.01,0.09,0.34,0.3,0.4,0.43,0.73,201,92,0,
904,Reggie Evans,0.15,0.29,0.22,0.04,0.02,0.01,0.22,0.45,0.25,0.46,0.46,0.54,203,111,3,
905,Reggie Jackson,0.03,0.11,0.07,0.3,0.02,0,0.15,0.42,0.3,0.47,0.46,0.85,190,94,1,
906,Reggie Williams,0.03,0.1,0.06,0.13,0.02,0,0.09,0.44,0.33,0.52,0.51,0.77,201,86,5,
907,Renaldo Balkman,0.07,0.15,0.11,0.06,0.03,0.02,0.13,0.45,0.27,0.46,0.48,0.61,203,94,4,
908,Richard Hamilton,0.03,0.08,0.05,0.22,0.01,0,0.12,0.44,0.36,0.46,0.47,0.84,198,83,1,
909,Richard Jefferson,0.02,0.12,0.07,0.09,0.01,0.01,0.11,0.45,0.39,0.48,0.53,0.73,201,105,5,
910,Richaun Holmes,0.09,0.16,0.12,0.08,0.02,0.04,0.11,0.54,0.27,0.6,0.56,0.69,208,111,3,
911,Richie Frahm,0.03,0.07,0.05,0.08,0.01,0,0.1,0.37,0.28,0.45,0.44,0,196,95,0,
912,Ricky Davis,0.02,0.1,0.06,0.15,0.01,0,0.15,0.4,0.37,0.42,0.47,0.74,198,88,5,
913,Ricky Ledo,0.06,0.09,0.08,0.12,0.01,0,0.18,0.26,0.29,0.25,0.31,0.74,201,88,0,
914,Ricky Rubio,0.03,0.13,0.08,0.4,0.03,0,0.21,0.37,0.31,0.39,0.41,0.82,193,87,6,
915,Rob Kurz,0.08,0.12,0.1,0.07,0.02,0.03,0.1,0.39,0.4,0.39,0.45,0.8,206,105,2,
916,Robbie Hummel,0.05,0.17,0.11,0.05,0.01,0.01,0.07,0.42,0.34,0.46,0.49,0.88,203,97,5,
917,Robert Covington,0.05,0.16,0.1,0.06,0.03,0.01,0.12,0.4,0.36,0.51,0.52,0.81,206,97,4,
918,Robert Horry,0.07,0.15,0.11,0.12,0.02,0.03,0.14,0.32,0.26,0.41,0.4,0.64,206,99,0,
919,Robert Sacre,0.08,0.15,0.11,0.06,0.01,0.03,0.12,0.42,0,0.42,0.42,0.66,213,122,2,
921,Robin Lopez,0.12,0.14,0.13,0.04,0.01,0.04,0.12,0.52,0,0.53,0.52,0.75,213,115,3,
922,Rodney Carney,0.07,0.1,0.09,0.04,0.03,0.01,0.08,0.4,0.31,0.45,0.46,0.72,201,92,4,
923,Rodney Hood,0.01,0.12,0.07,0.13,0.01,0.01,0.1,0.41,0.37,0.46,0.5,0.8,203,93,5,
924,Rodney McGruder,0.05,0.09,0.07,0.09,0.01,0.01,0.1,0.41,0.33,0.49,0.49,0.62,193,92,5,
925,Rodney Stuckey,0.03,0.1,0.06,0.21,0.02,0,0.13,0.42,0.28,0.44,0.44,0.82,196,95,1,
926,Rodrigue Beaubois,0.02,0.11,0.06,0.21,0.02,0.01,0.15,0.43,0.32,0.49,0.49,0.8,183,77,1,
927,Roger Mason,0.01,0.11,0.06,0.11,0.01,0.01,0.1,0.4,0.38,0.43,0.51,0.85,196,90,5,
928,Roko Ukic,0.02,0.05,0.03,0.24,0.01,0,0.15,0.42,0.21,0.52,0.46,0.78,196,83,1,
929,Ron Baker,0.02,0.11,0.06,0.17,0.02,0.01,0.19,0.38,0.27,0.45,0.43,0.65,193,99,6,
930,Ronald Dupree,0.03,0.27,0.15,0.06,0.01,0,0,0.31,0,0.33,0.31,1,201,94,0,
931,Ronald Murray,0.02,0.09,0.06,0.2,0.02,0.01,0.13,0.41,0.32,0.44,0.45,0.71,193,86,1,
932,Rondae Hollis-Jefferson,0.06,0.21,0.14,0.12,0.03,0.02,0.15,0.45,0.26,0.47,0.46,0.73,201,99,4,
933,Ronnie Brewer,0.04,0.1,0.07,0.09,0.03,0.01,0.1,0.38,0.23,0.41,0.4,0.51,193,81,0,
934,Ronnie Price,0.03,0.08,0.05,0.2,0.03,0.01,0.18,0.35,0.28,0.39,0.41,0.74,188,86,6,
935,Ronny Turiaf,0.07,0.17,0.12,0.1,0.02,0.05,0.23,0.6,0,0.61,0.6,0.58,208,112,3,
936,Roy Hibbert,0.1,0.17,0.13,0.09,0.01,0.06,0.15,0.5,0.16,0.5,0.5,0.76,218,122,3,
937,Royal Ivey,0.02,0.1,0.06,0.09,0.02,0,0.1,0.35,0.33,0.37,0.43,0.68,190,90,5,
939,Ruben Patterson,0.08,0.14,0.11,0.09,0.03,0.02,0.21,0.45,0,0.46,0.45,0.56,196,101,4,
940,Rudy Fernandez,0.02,0.1,0.06,0.15,0.02,0.01,0.13,0.4,0.35,0.47,0.51,0.82,198,83,5,
941,Rudy Gay,0.05,0.15,0.1,0.12,0.02,0.02,0.12,0.45,0.34,0.47,0.48,0.81,203,104,5,
942,Rudy Gobert,0.13,0.28,0.21,0.06,0.01,0.07,0.19,0.58,0,0.58,0.58,0.58,216,111,3,
943,Russ Smith,0.02,0.1,0.06,0.2,0.03,0,0.27,0.31,0.19,0.38,0.35,0.82,183,74,6,
944,Russell Westbrook,0.06,0.15,0.1,0.41,0.03,0.01,0.16,0.43,0.3,0.46,0.46,0.82,190,90,1,
945,Ryan Anderson,0.09,0.15,0.12,0.06,0.01,0.01,0.08,0.42,0.38,0.47,0.52,0.86,208,108,2,
946,Ryan Bowen,0.1,0.1,0.1,0.04,0.04,0.01,0.08,0.69,0,0.69,0.69,0.72,201,97,4,
947,Ryan Gomes,0.04,0.13,0.09,0.07,0.01,0,0.11,0.41,0.26,0.47,0.45,0.78,201,113,5,
948,Ryan Hollins,0.1,0.13,0.11,0.03,0.01,0.04,0.2,0.58,0,0.58,0.58,0.6,213,108,3,
949,Ryan Kelly,0.03,0.17,0.1,0.1,0.01,0.02,0.1,0.35,0.3,0.37,0.41,0.79,211,104,0,
951,Salah Mejri,0.12,0.26,0.18,0.03,0.01,0.07,0.19,0.64,0.17,0.64,0.64,0.59,216,111,3,
952,Salim Stoudamire,0.01,0.06,0.04,0.12,0.01,0.01,0.09,0.36,0.34,0.38,0.44,0.82,185,81,1,
953,Sam Cassell,0.02,0.11,0.06,0.29,0.02,0,0.14,0.43,0.32,0.44,0.45,0.87,190,83,1,
954,Sam Dekker,0.04,0.17,0.1,0.04,0.05,0.01,0.08,0.47,0.32,0.59,0.54,0.56,206,104,4,
955,Sam Young,0.05,0.13,0.09,0.07,0.02,0.01,0.12,0.39,0.29,0.4,0.42,0.71,198,99,0,
956,Samardo Samuels,0.09,0.14,0.11,0.05,0.01,0.02,0.13,0.43,0,0.43,0.43,0.63,206,117,2,
957,Samuel Dalembert,0.13,0.26,0.19,0.04,0.01,0.05,0.18,0.51,0.17,0.51,0.51,0.73,211,115,3,
959,Sasha Pavlovic,0.01,0.11,0.06,0.09,0.01,0.02,0.13,0.37,0.32,0.41,0.44,0.48,211,122,0,
960,Sasha Vujacic,0.02,0.13,0.08,0.12,0.02,0,0.13,0.39,0.38,0.4,0.48,0.79,201,88,5,
962,Scott Machado,0,0.05,0.03,0.44,0.05,0,0.54,0.5,0,0.6,0.5,1,185,92,6,
963,Scotty Hopson,0,0,0,0.19,0.07,0,0,0,0,0,0,0.5,201,92,7,
964,Sean Kilpatrick,0.02,0.09,0.06,0.09,0.01,0,0.11,0.41,0.32,0.59,0.49,0.9,193,95,5,
965,Sean Marks,0.12,0.17,0.15,0.03,0.01,0.03,0.16,0.49,0.48,0.49,0.5,0.58,208,113,2,
966,Sean May,0.08,0.19,0.13,0.07,0.01,0.01,0.16,0.43,0.5,0.43,0.43,0.68,206,120,2,
967,Sean Singletary,0.04,0.1,0.07,0.14,0.02,0,0.19,0.36,0.4,0.35,0.42,0.89,183,83,1,
968,Sean Williams,0.12,0.15,0.13,0.06,0.02,0.06,0.23,0.52,0,0.52,0.52,0.75,208,106,3,
969,Sebastian Telfair,0.01,0.08,0.04,0.26,0.02,0.01,0.16,0.39,0.3,0.43,0.44,0.78,183,74,1,
970,Semaj Christon,0.02,0.08,0.05,0.18,0.01,0.01,0.15,0.35,0.19,0.41,0.37,0.55,190,86,0,
972,Serge Ibaka,0.09,0.19,0.14,0.04,0.01,0.06,0.11,0.51,0.34,0.53,0.54,0.77,208,106,2,
973,Sergey Karasev,0.02,0.12,0.07,0.1,0.01,0,0.19,0.38,0.27,0.5,0.45,0.86,201,94,5,
974,Sergio Rodriguez,0.03,0.08,0.05,0.33,0.02,0,0.22,0.43,0.34,0.46,0.48,0.72,190,79,1,
975,Seth Curry,0,0.11,0.06,0.08,0.04,0,0.05,0.32,0.58,0.2,0.43,0.84,188,83,1,
976,Shabazz Muhammad,0.08,0.11,0.09,0.05,0.01,0,0.08,0.47,0.32,0.51,0.5,0.73,198,101,5,
977,Shabazz Napier,0.02,0.1,0.06,0.21,0.02,0,0.19,0.37,0.35,0.39,0.46,0.77,185,79,1,
978,Shane Battier,0.04,0.11,0.08,0.09,0.02,0.02,0.11,0.42,0.37,0.48,0.53,0.74,203,99,5,
980,Shane Larkin,0.02,0.09,0.05,0.23,0.03,0,0.19,0.42,0.33,0.45,0.46,0.73,180,79,1,
981,Shannon Brown,0.03,0.08,0.05,0.09,0.02,0.01,0.15,0.39,0.28,0.41,0.43,0.75,193,92,5,
982,Shaquille O'Neal*,0.1,0.24,0.17,0.09,0.01,0.04,0.18,0.6,0,0.6,0.6,0.53,216,147,3,
984,Shaun Livingston,0.02,0.1,0.06,0.2,0.02,0.01,0.18,0.48,0.13,0.48,0.48,0.85,201,87,1,
985,Shavlik Randolph,0.17,0.2,0.19,0.07,0.01,0.02,0.14,0.38,0.25,0.39,0.38,0.59,208,108,2,
986,Shawn Long,0.19,0.21,0.2,0.11,0.02,0.03,0.1,0.56,0.37,0.6,0.59,0.54,206,115,3,
987,Shawn Marion,0.08,0.2,0.14,0.09,0.02,0.02,0.11,0.49,0.25,0.52,0.51,0.76,201,99,2,
988,Shawne Williams,0.06,0.15,0.1,0.06,0.01,0.02,0.09,0.37,0.28,0.45,0.45,0.82,185,91,5,
989,Shayne Whittington,0.12,0.19,0.15,0.1,0.02,0.02,0.19,0.45,0.08,0.53,0.46,0.64,211,113,3,
990,Shelden Williams,0.11,0.22,0.16,0.05,0.02,0.02,0.14,0.46,0,0.47,0.46,0.73,185,91,3,
991,Sheldon McClellan,0.02,0.12,0.07,0.07,0.01,0.01,0.05,0.4,0.23,0.51,0.45,0.85,196,90,5,
992,Shelvin Mack,0.01,0.1,0.06,0.27,0.02,0,0.2,0.44,0.29,0.54,0.49,0.69,190,92,1,
993,Sherron Collins,0,0.09,0.05,0.2,0.02,0,0.14,0.28,0.2,0.33,0.32,1,180,92,6,
